symbol,sector,industry
EOT,Financial Services,Asset Management
MSB,Basic Materials,Steel
ARDC,Financial Services,Asset Management
RBOT,Healthcare,Medical Devices
NREF,Real Estate,REIT—Mortgage
MCR,Financial Services,Asset Management
MMT,Financial Services,Asset Management
GHL,Financial Services,Capital Markets
MLP,Real Estate,Real Estate Services
NC,Energy,Thermal Coal
FET,Energy,Oil & Gas Equipment & Services
GCO,Consumer Cyclical,Apparel Retail
GPMT,Real Estate,REIT—Mortgage
BKT,Financial Services,Asset Management
CURV,Consumer Cyclical,Apparel Retail
SMHI,Industrials,Marine Shipping
BHIL,Basic Materials,Agricultural Inputs
OPAD,Real Estate,Real Estate Services
NGVC,Consumer Defensive,Grocery Stores
TG,Industrials,Metal Fabrication
SOL,Technology,Solar
HT,Real Estate,REIT—Hotel & Motel
EEX,Communication Services,Advertising Agencies
BARK,Consumer Cyclical,Specialty Retail
KFS,Consumer Cyclical,Auto & Truck Dealerships
VLN,Technology,Semiconductors
BKSY,Technology,Scientific & Technical Instruments
SKLZ,Communication Services,Electronic Gaming & Multimedia
BLND,Technology,Software—Application
SUPV,Financial Services,Banks—Regional
SCU,Financial Services,Asset Management
XFLT,,
VPV,Financial Services,Asset Management
OCN,Financial Services,Mortgage Finance
UTI,Consumer Defensive,Education & Training Services
SKIL,Consumer Defensive,Education & Training Services
AGS,Consumer Cyclical,Gambling
MQT,Financial Services,Asset Management
PINE,Real Estate,REIT—Retail
DOUG,Real Estate,Real Estate Services
NCZ,Financial Services,Asset Management
MVT,,
PSF,,
HSHP,,
MG,,
MUE,,
CCRD,,
OUST,,
YRD,,
CIO,,
ZVIA,,
JILL,,
MFM,,
CPS,,
ADCT,,
LLAP,,
ACV,,
CNF,,
NMG,,
VTN,,
XYF,Financial Services,Credit Services
RSI,Consumer Cyclical,Gambling
TLYS,Consumer Cyclical,Apparel Retail
GWH,Industrials,Electrical Equipment & Parts
KNOP,Industrials,Marine Shipping
BIG,Consumer Defensive,Discount Stores
ETX           ,,
QUAD,Industrials,Specialty Business Services
DHX,Technology,Software—Application
MKFG,Technology,Computer Hardware
IHIT,Financial Services,Asset Management
TSQ,Communication Services,Advertising Agencies
AOMR,Real Estate,REIT—Mortgage
GGT,Financial Services,Asset Management
FT,Financial Services,Asset Management
FPH,Real Estate,Real Estate—Development
TEAF,Financial Services,Asset Management
GRX,Financial Services,Asset Management
CTV,Communication Services,Advertising Agencies
CATO,Consumer Cyclical,Apparel Retail
PIM,Financial Services,Asset Management
CANG,Consumer Cyclical,Auto & Truck Dealerships
RDW,Industrials,Aerospace & Defense
SMLP,Energy,Oil & Gas Midstream
AENZ,Industrials,Engineering & Construction
CBH,Financial Services,Asset Management
TCS,Consumer Cyclical,Specialty Retail
MIXT,Technology,Software—Application
IH,Consumer Defensive,Education & Training Services
MBAC,Financial Services,Shell Companies
HBB,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
AHT,Real Estate,REIT—Hotel & Motel
BODY,Communication Services,Internet Content & Information
CRT,Energy,Oil & Gas E&P
GLT,Basic Materials,Paper & Paper Products
MVO,Energy,Oil & Gas E&P
IAG,Basic Materials,Gold
AZRE,Utilities,Utilities—Renewable
GHM,Industrials,Specialty Industrial Machinery
MUA,Financial Services,Asset Management
AJX,Real Estate,REIT—Mortgage
UFI,,
MPV,Financial Services,Asset Management
OCFT,Technology,Software—Application
LL,Consumer Cyclical,Home Improvement Retail
LITB,Consumer Cyclical,Internet Retail
VOC,Energy,Oil & Gas E&P
FOA,Financial Services,Credit Services
WE,Real Estate,Real Estate Services
ARC,Industrials,Specialty Business Services
CHMI,Real Estate,REIT—Mortgage
MITT,Real Estate,REIT—Mortgage
JHS,Financial Services,Asset Management
SPRU,Technology,Solar
NGS,Energy,Oil & Gas Equipment & Services
WHG,Financial Services,Asset Management
ANVS,Healthcare,Biotechnology
FMN,Financial Services,Asset Management
VATE,Industrials,Engineering & Construction
SRT,Technology,Information Technology Services
AAIC,Real Estate,REIT—Mortgage
NINE,Energy,Oil & Gas Equipment & Services
OPA,Financial Services,Shell Companies
HRTG,Financial Services,Insurance—Property & Casualty
BKKT,Technology,Software—Infrastructure
CIA,Financial Services,Insurance—Life
BPT,Energy,Oil & Gas Midstream
CXE,Financial Services,Asset Management
PHX,Energy,Oil & Gas E&P
JHI,Financial Services,Asset Management
SQNS,Technology,Semiconductors
ENZ,Healthcare,Diagnostics & Research
MGF,Financial Services,Asset Management
MDV,Real Estate,REIT—Diversified
DLNG,Energy,Oil & Gas Midstream
KORE,Communication Services,Telecom Services
SPIR,Industrials,Specialty Business Services
RAD,Healthcare,Pharmaceutical Retailers
RMI,,
SUP,Consumer Cyclical,Auto Parts
GGZ,Financial Services,Asset Management
BGSF,Industrials,Staffing & Employment Services
SRL,Financial Services,Capital Markets
EARN,Real Estate,REIT—Mortgage
LFT,Real Estate,REIT—Mortgage
NXG,Financial Services,Asset Management
ML,Technology,Software—Application
EVF,Financial Services,Asset Management
RFM,,
CMU,Financial Services,Asset Management
GNT,Financial Services,Asset Management
CLPR,Real Estate,REIT—Residential
DOMA,Real Estate,Real Estate Services
GCV,Financial Services,Asset Management
NXC,Financial Services,Asset Management
PVL,Energy,Oil & Gas E&P
JEQ,Financial Services,Asset Management
ORN,Industrials,Engineering & Construction
AXR,Real Estate,Real Estate—Development
SCX,Industrials,Tools & Accessories
FXLV,Consumer Cyclical,Leisure
DTF,Financial Services,Asset Management
NTZ,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
JHAA,,
ACR,Real Estate,REIT—Mortgage
CURO,Financial Services,Credit Services
ZEPP,,
JPT,,
MFD,,
FTK,,
CXH,,
SNDA,,
IHTA,,
AKA,,
AP,,
CULP,,
MRDB,,
CCM,,
SONX,,
CMCM,,
PRT,,
BNED,,
VNCE,,
RGT,Financial Services,Asset Management
WMC,Real Estate,REIT—Mortgage
VIAO,Technology,Electronic Components
CZOO,Consumer Cyclical,Auto & Truck Dealerships
RSF,,
BEDU,Consumer Defensive,Education & Training Services
RFL,Real Estate,Real Estate Services
RGS,Consumer Cyclical,Personal Services
GETR,Technology,Software—Application
NXN,Financial Services,Asset Management
STG,Consumer Defensive,Education & Training Services
HLGN,Utilities,Utilities—Renewable
BEST,Industrials,Trucking
EXPR,Consumer Cyclical,Apparel Retail
NLS,Consumer Cyclical,Leisure
CGA,Basic Materials,Agricultural Inputs
NM,Industrials,Marine Shipping
LOCL,Consumer Defensive,Farm Products
USDP,Industrials,Railroads
TUP,Consumer Cyclical,Packaging & Containers
AIU,Consumer Defensive,Education & Training Services
ICD,Energy,Oil & Gas Drilling
KLR,Technology,Software—Application
ATIP,Healthcare,Medical Care Facilities
RENN,Technology,Software—Application
OPFI,Financial Services,Credit Services
VHC,Technology,Software—Infrastructure
SUNL,Financial Services,Credit Services
TISI,Industrials,Specialty Business Services
GOLD,Basic Materials,Gold
MFV,Financial Services,Asset Management
BTCM,Technology,Information Technology Services
VAPO,Healthcare,Medical Devices
BRDS,Industrials,Rental & Leasing Services
FATH,Technology,Computer Hardware
BQ,Consumer Cyclical,Specialty Retail
FENG,Communication Services,Internet Content & Information
RBT,Technology,Software—Application
JT,Financial Services,Credit Services
UPH,Healthcare,Health Information Services
SOS,Technology,Software—Infrastructure
OWLT,Healthcare,Medical Devices
KUKE,Communication Services,Entertainment
LEJU,Real Estate,Real Estate Services
SHPW,Industrials,Specialty Industrial Machinery
ATTO,Industrials,Specialty Business Services
EQS,Financial Services,Asset Management
MOGU,Consumer Cyclical,Internet Retail
AFGC,,
ZEV,Industrials,Farm & Heavy Construction Machinery
XIN,Real Estate,Real Estate—Development
CORR,Real Estate,REIT—Specialty
NYC,Real Estate,Real Estate Services
GEHI,Consumer Defensive,Education & Training Services
IRNT,Technology,Software—Infrastructure
FEDU,Consumer Defensive,Education & Training Services
DMS,Communication Services,Advertising Agencies
SQZ,Healthcare,Biotechnology
BHG,Healthcare,Healthcare Plans
AAC,Financial Services,Shell Companies
AAIN,,
ACP,Financial Services,Asset Management
ACRO,Financial Services,Shell Companies
ADX,Financial Services,Asset Management
AEFC,,
AESC,Utilities,Utilities—Diversified
AFB,Financial Services,Asset Management
AFGB,,
AFGD,,
AFGE,,
AFT,Financial Services,Asset Management
AFTR,Financial Services,Shell Companies
AGAC,Financial Services,Shell Companies
AGD,,
AIC,,
AIF,Financial Services,Asset Management
AIZN,,
AJXA,,
AKO/A,,
AKO/B,,
ALCC,Financial Services,Shell Companies
AOD,Financial Services,Asset Management
APCA,Financial Services,Shell Companies
APGB,Financial Services,Shell Companies
AQNA,,
AQNB,,
AQNU,Utilities,Utilities—Renewable
ARGD,,
ASBA,,
ASG,Financial Services,Asset Management
ASGI,,
ATEK,Financial Services,Shell Companies
ATMU,Industrials,Pollution & Treatment Controls
ATS,Industrials,Specialty Industrial Machinery
AVK,Financial Services,Asset Management
AWF,Financial Services,Asset Management
AWP,Financial Services,Asset Management
BBN,Financial Services,Asset Management
BDJ,Financial Services,Asset Management
BEPH,,
BEPI,,
BF/A,,
BF/B,,
BFAC,Financial Services,Shell Companies
BFK,Financial Services,Asset Management
BFZ,Financial Services,Asset Management
BGB,Financial Services,Asset Management
BGH,Financial Services,Asset Management
BGT,Financial Services,Asset Management
BGX,Financial Services,Asset Management
BGY,Financial Services,Asset Management
BHK,Financial Services,Asset Management
BHV,Financial Services,Asset Management
BIO/B,,
BIPH,,
BIPI,,
BIT,Financial Services,Asset Management
BKDT,,
BKN,Financial Services,Asset Management
BLE,Financial Services,Asset Management
BMAC,Financial Services,Shell Companies
BMN,Financial Services,Asset Management
BNH,,
BNJ,,
BNY,Financial Services,Asset Management
BOAC,Financial Services,Shell Companies
BOE,Financial Services,Asset Management
BRD,Financial Services,Shell Companies
BRW,Financial Services,Asset Management
BSAQ,Financial Services,Shell Companies
BSL,Financial Services,Asset Management
BTA,Financial Services,Asset Management
BTO,Financial Services,Asset Management
BTT,Financial Services,Asset Management
BUI,Financial Services,Asset Management
BWG,Financial Services,Asset Management
BWNB,,
BWSN,,
BXMX,Financial Services,Asset Management
BXSL,Financial Services,Asset Management
BYM,Financial Services,Asset Management
BYN,Financial Services,Shell Companies
CAF,Financial Services,Asset Management
CCV,Financial Services,Shell Companies
CCVI,Financial Services,Shell Companies
CCZ,,
CEE,Financial Services,Asset Management
CEM,Financial Services,Asset Management
CEN,Financial Services,Asset Management
CHN,Financial Services,Asset Management
CIF,Financial Services,Asset Management
CLBR,Financial Services,Shell Companies
CLCO,Industrials,Marine Shipping
CMSA,,
CMSC,,
CMSD,,
CNDA,Financial Services,Shell Companies
CNDB,Financial Services,Shell Companies
CORS,Financial Services,Shell Companies
CPTK,Financial Services,Shell Companies
CPUH,Financial Services,Shell Companies
CRD/A,,
CRD/B,,
CSTA,Financial Services,Shell Companies
CTBB,,
CTDD,,
CTR,Financial Services,Asset Management
CUBB,,
CVII,Financial Services,Shell Companies
CXAC,Financial Services,Shell Companies
DBL,Financial Services,Asset Management
DCF,,
DDT,,
DFP,Financial Services,Asset Management
DHF,Financial Services,Asset Management
DIAX,Financial Services,Asset Management
DMA,Financial Services,Asset Management
DMB,Financial Services,Asset Management
DMO,Financial Services,Asset Management
DNP,Financial Services,Asset Management
DPG,Financial Services,Asset Management
DSAQ,Financial Services,Shell Companies
DSM,Financial Services,Asset Management
DSU,Financial Services,Asset Management
DTB,,
DTG,,
DTW,,
DUKB,,
EAI,,
ECCC,Financial Services,Asset Management
ECCV,,
ECCW,,
ECCX,,
EDD,Financial Services,Asset Management
EDF,Financial Services,Asset Management
EDI,Financial Services,Asset Management
EEA,Financial Services,Asset Management
EFR,Financial Services,Asset Management
EGF,Financial Services,Asset Management
EHI,Financial Services,Asset Management
EIC,,
EICA,,
ELC,,
EMD,Financial Services,Asset Management
EMF,Financial Services,Asset Management
EMO,Financial Services,Asset Management
EMP,,
ENJ,,
ENO,,
EOCW,Financial Services,Shell Companies
EOD,Financial Services,Asset Management
EOI,Financial Services,Asset Management
EOS,Financial Services,Asset Management
ETG,Financial Services,Asset Management
ETJ,Financial Services,Asset Management
ETY,Financial Services,Asset Management
EVE,Financial Services,Shell Companies
EVG,Financial Services,Asset Management
EVT,Financial Services,Asset Management
EXG,Financial Services,Asset Management
FACT,Financial Services,Shell Companies
FAM,Financial Services,Asset Management
FCRX,,
FCT,Financial Services,Asset Management
FDEU,Financial Services,Asset Management
FEI           ,,
FFA,Financial Services,Asset Management
FFC,Financial Services,Asset Management
FGB,Financial Services,Asset Management
FIF,Financial Services,Asset Management
FLC,Financial Services,Asset Management
FLME,Financial Services,Shell Companies
FMY,Financial Services,Asset Management
FPF,Financial Services,Asset Management
FPL,Financial Services,Asset Management
FRXB,Financial Services,Shell Companies
FSD,Financial Services,Asset Management
FSNB,Financial Services,Shell Companies
FZT,Financial Services,Shell Companies
GAQ,Financial Services,Shell Companies
GDL,Financial Services,Asset Management
GDO,Financial Services,Asset Management
GER,Financial Services,Asset Management
GF,Financial Services,Asset Management
GFOR,Financial Services,Shell Companies
GFX,Financial Services,Shell Companies
GHY,Financial Services,Asset Management
GIM,Financial Services,Asset Management
GJH,,
GJO,,
GJP,,
GJR,,
GJS,,
GOF,Financial Services,Asset Management
GOGN,Financial Services,Shell Companies
GPJA,,
GSQB,Financial Services,Shell Companies
GUG,,
HCXY,,
HEI/A,,
HEQ,Financial Services,Asset Management
HFRO,Financial Services,Asset Management
HGLB,,
HHLA,Financial Services,Shell Companies
HIE,Financial Services,Asset Management
HIO,Financial Services,Asset Management
HIX,Financial Services,Asset Management
HMA,Financial Services,Shell Companies
HPF,Financial Services,Asset Management
HPI,Financial Services,Asset Management
HPS,Financial Services,Asset Management
HTD,Financial Services,Asset Management
HTFB,,
HTFC,,
HTY,Financial Services,Asset Management
HVT/A,,
HWKZ,Financial Services,Shell Companies
HYB,Financial Services,Asset Management
HYI,Financial Services,Asset Management
HYT,Financial Services,Asset Management
IAE,Financial Services,Asset Management
ICNC,Financial Services,Shell Companies
IDE,Financial Services,Asset Management
IFIN,Financial Services,Shell Companies
IFN,Financial Services,Asset Management
IGA,Financial Services,Asset Management
IGD,Financial Services,Asset Management
IGI,Financial Services,Asset Management
IGR,Financial Services,Asset Management
IHD,Financial Services,Asset Management
IIF,Financial Services,Asset Management
IIVI,Technology,Scientific & Technical Instruments
INSI,Financial Services,Asset Management
IRRX,Financial Services,Shell Companies
ISD,Financial Services,Asset Management
JCE,Financial Services,Asset Management
JFR,Financial Services,Asset Management
JGH,Financial Services,Asset Management
JLS,Financial Services,Asset Management
JMM,,
JOF,Financial Services,Asset Management
JPC,Financial Services,Asset Management
JPS,Financial Services,Asset Management
JQC,Financial Services,Asset Management
JRI,Financial Services,Asset Management
JRO,Financial Services,Asset Management
JRS,Financial Services,Asset Management
JSD,Financial Services,Asset Management
JUN,Financial Services,Shell Companies
KCGI,Financial Services,Shell Companies
KF,Financial Services,Asset Management
KIO,Financial Services,Asset Management
KKRS,,
KMPB,,
KNF,Basic Materials,Building Materials
KNSW,Financial Services,Shell Companies
KSM,Financial Services,Asset Management
KTH,,
KTN,,
LCW,Financial Services,Shell Companies
LDP,,
LGI,Financial Services,Asset Management
LHC,Financial Services,Shell Companies
LOCC,Financial Services,Shell Companies
MAV,Financial Services,Asset Management
MCN,Financial Services,Asset Management
MEGI,,
MGR,,
MGRB,,
MGRD,,
MHF,Financial Services,Asset Management
MHI,Financial Services,Asset Management
MHLA,,
MHNC,,
MIO,,
MMD,Financial Services,Asset Management
MMU,Financial Services,Asset Management
MNP,Financial Services,Asset Management
MNTN,Financial Services,Shell Companies
MPA,Financial Services,Asset Management
MSD,Financial Services,Asset Management
MTAL,Financial Services,Shell Companies
MTR,Energy,Oil & Gas E&P
MXE,Financial Services,Asset Management
MXF,Financial Services,Asset Management
MYN,Financial Services,Asset Management
NAC,Financial Services,Asset Management
NAD,Financial Services,Asset Management
NAZ,Financial Services,Asset Management
NBB,Financial Services,Asset Management
NBXG,,
NCA,Financial Services,Asset Management
NDP,Financial Services,Asset Management
NEA,Financial Services,Asset Management
NETC,Financial Services,Shell Companies
NFJ,Financial Services,Asset Management
NFNT,Financial Services,Shell Companies
NFYS,Financial Services,Shell Companies
NIM,Financial Services,Asset Management
NIMC,Utilities,Utilities—Regulated Gas
NIQ,Financial Services,Asset Management
NKX,Financial Services,Asset Management
NMAI,,
NMI,Financial Services,Asset Management
NMS,Financial Services,Asset Management
NMT,Financial Services,Asset Management
NMZ,Financial Services,Asset Management
NNY,Financial Services,Asset Management
NOM,Financial Services,Asset Management
NPCT,,
NPFD,Financial Services,Asset Management
NPV,Financial Services,Asset Management
NPWR,Financial Services,Shell Companies
NQP,Financial Services,Asset Management
NRK,Financial Services,Asset Management
NRT,Energy,Oil & Gas E&P
NRUC,,
NSL,Financial Services,Asset Management
NSS,,
NTG,Financial Services,Asset Management
NUV,Financial Services,Asset Management
NUW,Financial Services,Asset Management
NVG,Financial Services,Asset Management
NXJ,Financial Services,Asset Management
NZF,Financial Services,Asset Management
OPP,Financial Services,Asset Management
OSI,Financial Services,Shell Companies
PACI,Financial Services,Shell Companies
PAI,Financial Services,Asset Management
PAXS,Financial Services,Asset Management
PBT,Energy,Oil & Gas Midstream
PCF,Financial Services,Asset Management
PCGU,Utilities,Utilities—Regulated Electric
PCK,Financial Services,Asset Management
PCM,Financial Services,Asset Management
PCN,Financial Services,Asset Management
PCQ,Financial Services,Asset Management
PDT,Financial Services,Asset Management
PEO,Financial Services,Asset Management
PFD,Financial Services,Asset Management
PFH,,
PFL,,
PFN,,
PFO,,
PGP,,
PGSS,,
PGZ,,
PHD,,
PHK,,
PHT,,
PHYT,,
PIAI,,
PMF,,
PML,,
PMX,,
PNF,,
PNI,,
PORT,,
PRH,,
PRPC,Financial Services,Shell Companies
PTY,Financial Services,Asset Management
PYN,Financial Services,Asset Management
PYT,,
PZC,Financial Services,Asset Management
QFTA,Financial Services,Shell Companies
QVCC,,
QVCD,,
RA,Financial Services,Asset Management
RBCP,Industrials,Tools & Accessories
RCA,,
RCB,,
RCC,,
RCFA,Financial Services,Shell Companies
RCS,Financial Services,Asset Management
RIV,Financial Services,Asset Management
RJAC,Financial Services,Shell Companies
RLTY,Financial Services,Asset Management
RMMZ,,
ROSS,Financial Services,Shell Companies
RRAC,Financial Services,Shell Companies
RZB,,
RZC,,
SAJ,,
SAT,,
SAY,,
SAZ,,
SBBA,,
SBI,Financial Services,Asset Management
SBXC,Financial Services,Shell Companies
SCD,Financial Services,Asset Management
SEDA,Financial Services,Shell Companies
SFB,,
SHAP,Financial Services,Shell Companies
SJT,Energy,Oil & Gas E&P
SOJC,,
SOJD,,
SOJE,,
SPE,Financial Services,Asset Management
SPXX,Financial Services,Asset Management
SREA,,
SRV,Financial Services,Asset Management
STEW,Financial Services,Asset Management
STK,Financial Services,Asset Management
SWZ,Financial Services,Asset Management
TBB,,
TBC,,
TCOA,Financial Services,Shell Companies
TDF,Financial Services,Asset Management
TEI,Financial Services,Asset Management
TFSA,,
THQ,Financial Services,Asset Management
THW,Financial Services,Asset Management
TLGA,Financial Services,Shell Companies
TPTA,,
TPZ,Financial Services,Asset Management
TRCA,Financial Services,Shell Companies
TRIS,Financial Services,Shell Companies
TRTL,Financial Services,Shell Companies
TSI,Financial Services,Asset Management
TTP,Financial Services,Asset Management
TVC,,
TVE,,
TWN,Financial Services,Asset Management
TWOA,Financial Services,Shell Companies
UGIC,Utilities,Utilities—Regulated Gas
UNMA,,
USA,Financial Services,Asset Management
UTF,Financial Services,Asset Management
UZD,,
UZE,,
UZF,,
VBF,Financial Services,Asset Management
VCIF,Financial Services,Asset Management
VGI,Financial Services,Asset Management
VLT,Financial Services,Asset Management
VVR,Financial Services,Asset Management
WAVC,Financial Services,Shell Companies
WDI,,
WEA,Financial Services,Asset Management
WEL,Financial Services,Shell Companies
WIA,Financial Services,Asset Management
WIW,Financial Services,Asset Management
WNNR,Financial Services,Shell Companies
WSO/B,,
ZTR,Financial,Closed-End Fund - Equity
